artist_name,album_name,album_link,album_cover,album_popularity,release_date,total_tracks,tracks
Queen,Hot Space (2011 Remaster),https://open.spotify.com/album/6reTSIf5MoBco62rk8T7Q1,https://i.scdn.co/image/ab67616d0000b273d254ca497999ae980a5a38c5,72,1982-05-03,11,Cool Cat - Remastered 2011
Queen,Hot Space (2011 Remaster),https://open.spotify.com/album/6reTSIf5MoBco62rk8T7Q1,https://i.scdn.co/image/ab67616d0000b273d254ca497999ae980a5a38c5,72,1982-05-03,11,Under Pressure - Remastered 2011
Queen,Flash Gordon (Deluxe Edition 2011 Remaster),https://open.spotify.com/album/4r9kNse038AoF2KfbqPUOS,https://i.scdn.co/image/ab67616d0000b273eea7096e16b56a80efbba8bb,44,1980-12-05,24,Flash's Theme - Remastered 2011
Queen,Flash Gordon (Deluxe Edition 2011 Remaster),https://open.spotify.com/album/4r9kNse038AoF2KfbqPUOS,https://i.scdn.co/image/ab67616d0000b273eea7096e16b56a80efbba8bb,44,1980-12-05,24,In The Space Capsule (The Love Theme) - Remastered 2011
Queen,Flash Gordon (Deluxe Edition 2011 Remaster),https://open.spotify.com/album/4r9kNse038AoF2KfbqPUOS,https://i.scdn.co/image/ab67616d0000b273eea7096e16b56a80efbba8bb,44,1980-12-05,24,Ming's Theme (In The Court Of Ming The Merciless) - Remastered 2011
Queen,Flash Gordon (Deluxe Edition 2011 Remaster),https://open.spotify.com/album/4r9kNse038AoF2KfbqPUOS,https://i.scdn.co/image/ab67616d0000b273eea7096e16b56a80efbba8bb,44,1980-12-05,24,The Ring (Hypnotic Seduction Of Dale) - Remastered 2011
Queen,Flash Gordon (Deluxe Edition 2011 Remaster),https://open.spotify.com/album/4r9kNse038AoF2KfbqPUOS,https://i.scdn.co/image/ab67616d0000b273eea7096e16b56a80efbba8bb,44,1980-12-05,24,Football Fight - Remastered 2011
Queen,Flash Gordon (Deluxe Edition 2011 Remaster),https://open.spotify.com/album/4r9kNse038AoF2KfbqPUOS,https://i.scdn.co/image/ab67616d0000b273eea7096e16b56a80efbba8bb,44,1980-12-05,24,In The Death Cell (Love Theme Reprise) - Remastered 2011
Queen,Flash Gordon (Deluxe Edition 2011 Remaster),https://open.spotify.com/album/4r9kNse038AoF2KfbqPUOS,https://i.scdn.co/image/ab67616d0000b273eea7096e16b56a80efbba8bb,44,1980-12-05,24,Execution Of Flash - Remastered 2011
Queen,Flash Gordon (Deluxe Edition 2011 Remaster),https://open.spotify.com/album/4r9kNse038AoF2KfbqPUOS,https://i.scdn.co/image/ab67616d0000b273eea7096e16b56a80efbba8bb,44,1980-12-05,24,The Kiss (Aura Resurrects Flash) - Remastered 2011
Queen,Flash Gordon (Deluxe Edition 2011 Remaster),https://open.spotify.com/album/4r9kNse038AoF2KfbqPUOS,https://i.scdn.co/image/ab67616d0000b273eea7096e16b56a80efbba8bb,44,1980-12-05,24,Arboria (Planet Of The Tree Men) - Remastered 2011
Queen,Flash Gordon (Deluxe Edition 2011 Remaster),https://open.spotify.com/album/4r9kNse038AoF2KfbqPUOS,https://i.scdn.co/image/ab67616d0000b273eea7096e16b56a80efbba8bb,44,1980-12-05,24,Escape From The Swamp - Remastered 2011
Queen,Flash Gordon (Deluxe Edition 2011 Remaster),https://open.spotify.com/album/4r9kNse038AoF2KfbqPUOS,https://i.scdn.co/image/ab67616d0000b273eea7096e16b56a80efbba8bb,44,1980-12-05,24,Flash To The Rescue - Remastered 2011
Queen,Flash Gordon (Deluxe Edition 2011 Remaster),https://open.spotify.com/album/4r9kNse038AoF2KfbqPUOS,https://i.scdn.co/image/ab67616d0000b273eea7096e16b56a80efbba8bb,44,1980-12-05,24,Vultan's Theme (Attack Of The Hawk Men) - Remastered 2011
Queen,Flash Gordon (Deluxe Edition 2011 Remaster),https://open.spotify.com/album/4r9kNse038AoF2KfbqPUOS,https://i.scdn.co/image/ab67616d0000b273eea7096e16b56a80efbba8bb,44,1980-12-05,24,Battle Theme - Remastered 2011
Queen,Flash Gordon (Deluxe Edition 2011 Remaster),https://open.spotify.com/album/4r9kNse038AoF2KfbqPUOS,https://i.scdn.co/image/ab67616d0000b273eea7096e16b56a80efbba8bb,44,1980-12-05,24,The Wedding March - Remastered 2011
Queen,Flash Gordon (Deluxe Edition 2011 Remaster),https://open.spotify.com/album/4r9kNse038AoF2KfbqPUOS,https://i.scdn.co/image/ab67616d0000b273eea7096e16b56a80efbba8bb,44,1980-12-05,24,Marriage Of Dale And Ming (And Flash Approaching) - Remastered 2011
Queen,Flash Gordon (Deluxe Edition 2011 Remaster),https://open.spotify.com/album/4r9kNse038AoF2KfbqPUOS,https://i.scdn.co/image/ab67616d0000b273eea7096e16b56a80efbba8bb,44,1980-12-05,24,Crash Dive On Mingo City - Remastered 2011
Queen,Flash Gordon (Deluxe Edition 2011 Remaster),https://open.spotify.com/album/4r9kNse038AoF2KfbqPUOS,https://i.scdn.co/image/ab67616d0000b273eea7096e16b56a80efbba8bb,44,1980-12-05,24,Flash's Theme Reprise - Remastered 2011
Queen,Flash Gordon (Deluxe Edition 2011 Remaster),https://open.spotify.com/album/4r9kNse038AoF2KfbqPUOS,https://i.scdn.co/image/ab67616d0000b273eea7096e16b56a80efbba8bb,44,1980-12-05,24,The Hero - Remastered 2011
Queen,Flash Gordon (Deluxe Edition 2011 Remaster),https://open.spotify.com/album/4r9kNse038AoF2KfbqPUOS,https://i.scdn.co/image/ab67616d0000b273eea7096e16b56a80efbba8bb,44,1980-12-05,24,Flash - Single Version
